0, 3634
1, 1358
2, 748
3, 733
4, 1609
5, 773
6, 452
7, 371
8, 340
9, 163
10, 100
11, 56
12, 50
13, 565
14, 300
15, 197
16, 215
17, 373
18, 263
19, 192
20, 165
21, 176
22, 89
23, 40
24, 40
25, 27
26, 90
